comment_id,video_id,author,text,like_count,published_at,reply_count,is_reply,cleaned_text,sentiment_score,sentiment
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkRnulvgvO,j2qUj7a0ja8,@DataExecute,@QuantumNinja1.9v And he took inspiration from me 😁,0,2026-02-03T03:13:24Z,0,True,.v and he took inspiration from me,0.5267,positive
UgwXc5ZNGEcDvefYoyd4AaABAg,j2qUj7a0ja8,@mohinijaiswal382,0:17  hein?? voice changed 😳,129,2026-01-31T10:30:30Z,5,False,hein?? voice changed,0.0,neutral
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASeFqiRID2B,j2qUj7a0ja8,@Naveen61527,First one is recorded from speaker,5,2026-01-31T17:33:29Z,0,True,first one is recorded from speaker,0.0,neutral
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASfSMrQxvVa,j2qUj7a0ja8,@nasigaming-l4e,AI ka kamaal hai,9,2026-02-01T04:42:06Z,0,True,ai ka kamaal hai,0.0,neutral
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASgVjD1zQvE,j2qUj7a0ja8,@BrainyAthelete,"Ghok ghok 😂😂😀






Joking btw",3,2026-02-01T14:30:45Z,0,True,ghok ghok joking btw,0.2263,positive
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASiiHCUrzMR,j2qUj7a0ja8,@mememaxxing,indie superman 😂,1,2026-02-02T11:07:36Z,0,True,indie superman,0.0,neutral
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASr8cMSamn1,j2qUj7a0ja8,@bishalmagar9285,Maybe mic or speaker problem,0,2026-02-05T17:40:29Z,0,True,maybe mic or speaker problem,-0.4019,negative
Ugxm0prH2niUzpxADEB4AaABAg,j2qUj7a0ja8,@story_narrator20,people who dont know him and watching here for first time 💀,97,2026-01-30T16:58:00Z,0,False,people who dont know him and watching here for first time,0.0,neutral
Ugy_P7qwcc7qpgV6maF4AaABAg,j2qUj7a0ja8,@Dhruvratheesort,Apka fan hone ki vajah se english me bhi video dekh li jabki mujhe english nhi aati abhi bolna seekh rha hu big fan 🫵🤗🥰🇮🇳,15,2026-02-01T12:12:46Z,3,False,apka fan hone ki vajah se english me bhi video dekh li jabki mujhe english nhi aati abhi bolna seekh rha hu big fan,0.5574,positive
Ugy_P7qwcc7qpgV6maF4AaABAg.ASgFwdhBtstAT4bcZbaahX,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,​@Mohammadsahil-zr7yx your new profet dhurv rathee 😂😂😂,0,2026-02-11T08:32:01Z,0,True,your new profet dhurv rathee,0.0,neutral
Ugy723r9w_G5QLYq6fR4AaABAg,j2qUj7a0ja8,@ATOMICCREATION123,Dharuv Sir Students ke liye free kar do  Ai Fiesta,23,2026-01-31T05:39:32Z,0,False,dharuv sir students ke liye free kar do ai fiesta,0.7506,positive
UgwL04qA2bmM5i3VrhN4AaABAg,j2qUj7a0ja8,@ishant_xy,Kish kish Ye Video Bina Search Ke Mila 😅,2,2026-02-01T07:47:31Z,0,False,kish kish ye video bina search ke mila,0.0,neutral
UgzeJk8vSPyfVAP-Kad4AaABAg,j2qUj7a0ja8,@VarunKumar-56,"I have been watching dhruv Rathee sir videos for 6year and i noticed  that He is very simple person and  very practical person 
DHRUVI Rathee such huge youtuber then also
He doesn't show up like other 
youtubers  I have not seen wearing suit branded clothes or something different he always work with simple looks and I like that 
He always makes videos wearing t-shirts 

Sir  love you,I'm from odisha",25,2026-01-31T03:56:26Z,0,False,"i have been watching dhruv rathee sir videos for year and i noticed that he is very simple person and very practical person dhruvi rathee such huge youtuber then also he doesnt show up like other youtubers i have not seen wearing suit branded clothes or something different he always work with simple looks and i like that he always makes videos wearing tshirts sir love you,im from odisha",0.7839,positive
Ugxk2FlQ_C0mWtbL9_t4AaABAg,j2qUj7a0ja8,@ankaj056,"मैंने पहली बार देखा कि ध्रुव राठी सिर्फ अंग्रेजी बोलता है, वाह! मेहनती छात्र, सभी विषयों का ज्ञान है।",7,2026-02-01T13:02:23Z,1,False,", ! ,",0.0,neutral
Ugxk2FlQ_C0mWtbL9_t4AaABAg.ASgLc-DDZFnASi7Iqxe9_j,j2qUj7a0ja8,@dipikakumari4088,Tumhe pta nhi bhai pehle iska content hi only English main hota tha 😂,0,2026-02-02T05:35:47Z,0,True,tumhe pta nhi bhai pehle iska content hi only english main hota tha,0.0,neutral
Ugwc_JuclT7xJsSqJuR4AaABAg,j2qUj7a0ja8,@pjon2670,good thing happen to good person 👍Druv Sir you deserve it,34,2026-01-30T18:38:56Z,0,False,good thing happen to good person druv sir you deserve it,0.7003,positive
Ugw6UNPYxnUOS8UIZIl4AaABAg,j2qUj7a0ja8,@AllenStanly-p5d,I'm watching from nagaland enpo😅😊😊😊,7,2026-02-10T14:28:38Z,1,False,im watching from nagaland enpo,0.0,neutral
UgwSWaQKOB2UTUmG-7h4AaABAg,j2qUj7a0ja8,@SureshKumar-jo7rs,T shirt 👕 is always same,331,2026-01-31T03:33:27Z,6,False,t shirt is always same,0.0,neutral
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-AScpVVDh3KX,j2qUj7a0ja8,@Aditya_kumar-r4í5n,Sayad pehle light blue hua kerta tha,7,2026-01-31T04:15:17Z,0,True,sayad pehle light blue hua kerta tha,0.0,neutral
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASe2CIwDK_E,j2qUj7a0ja8,@IrfanBashir-z6q,Did not you hear speaking him english with juli,4,2026-01-31T15:34:14Z,0,True,did not you hear speaking him english with juli,0.0,neutral
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASfBze6CYzI,j2qUj7a0ja8,@Raushan-j8p,Yes 💯,3,2026-02-01T02:19:00Z,0,True,yes,0.4019,positive
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASiFcQXyLNy,j2qUj7a0ja8,@fiisi_edits,Yeah 😅,2,2026-02-02T06:48:30Z,0,True,yeah,0.296,positive
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASj6op6US0t,j2qUj7a0ja8,@SauravKumar-ym1zb,Tshirt par koi brand nhi hai,2,2026-02-02T14:50:47Z,0,True,tshirt par koi brand nhi hai,0.0,neutral
UgxQ-nk7uPg7macNo7t4AaABAg,j2qUj7a0ja8,@iftionweb-x,He looks like Mark Zuckerberg if he was Indian,4,2026-02-01T16:36:37Z,0,False,he looks like mark zuckerberg if he was indian,0.3612,positive
UgxqJJKT05irxwVN8_R4AaABAg,j2qUj7a0ja8,@PRAVEENKumar-xk4bv,dhruv rathee brother very hardworking person,41,2026-01-31T01:58:13Z,0,False,dhruv rathee brother very hardworking person,0.0,neutral
UgzP3911f2qzno5BkBV4AaABAg,j2qUj7a0ja8,@SachinKushwaha-o5q,Love you Dhruv rathee bhi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2026-02-04T15:12:16Z,0,False,love you dhruv rathee bhi,0.6369,positive
UgwvsKevQIEgiLlXyUl4AaABAg,j2qUj7a0ja8,@SatendraSingh-lq5kf,AI fiesta,20,2026-01-30T15:19:10Z,0,False,ai fiesta,0.4767,positive
UgxdTVQZyzNfKkmKAtx4AaABAg,j2qUj7a0ja8,@shruJoshi,Dhruv ki hasi like blog with his wife 😂❤,3,2026-02-01T08:32:04Z,0,False,dhruv ki hasi like blog with his wife,0.3612,positive
UgwQYdtQ_ofePrY147t4AaABAg,j2qUj7a0ja8,@iftekharalam3539,10:22  he is like Sundar Pichai,95,2026-01-30T18:43:22Z,7,False,he is like sundar pichai,0.3612,positive
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdG71XH14C,j2qUj7a0ja8,@logicx9384,Keep dreaming have you ever seen Sunder Pichai mathmatics and logical power? It's way faster than dhruv Rathi entire career.,9,2026-01-31T08:16:36Z,0,True,keep dreaming have you ever seen sunder pichai mathmatics and logical power? its way faster than dhruv rathi entire career.,0.0,neutral
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdM1lJNzCF,j2qUj7a0ja8,@abhinwss,"​@logicx9384are u serious 😅 he said , he look alike , not like him , so know the difference babyy😂",7,2026-01-31T09:08:19Z,0,True,"u serious he said , he look alike , not like him , so know the difference babyy",-0.3421,negative
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdYGRUb9IE,j2qUj7a0ja8,@logicx9384,Are you kidding baby? He said like not lookalike😂​@abhinwss,0,2026-01-31T10:55:11Z,0,True,are you kidding baby? he said like not,0.4404,positive
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdsZyzW3xV,j2qUj7a0ja8,@razk2557,@logicx9384 He is reading script from that paper. His blind followers don't know the difference between AI wrapper & AI product.,0,2026-01-31T14:01:21Z,0,True,he is reading script from that paper. his blind followers dont know the difference between ai wrapper ai product.,-0.4019,negative
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASe2KXT51LS,j2qUj7a0ja8,@Twicetoons,​@logicx9384Itna sach mein nahin bola tha😅😂😂😂😂,2,2026-01-31T15:35:22Z,0,True,sach mein nahin bola tha,0.0,neutral
UgyhMHFeuOV5EEDN41R4AaABAg,j2qUj7a0ja8,@CraftMandir,5:25 when speech is powerful but sleep is more powerful😂😂😂😂,3,2026-02-01T09:21:48Z,0,False,when speech is powerful but sleep is more powerful,0.7218,positive
Ugy8Fyk1Gjh3HRtDM1l4AaABAg,j2qUj7a0ja8,@kausharazam786,Love From Us 😍,16,2026-01-30T15:49:45Z,0,False,love from us,0.6369,positive
UgxtZNkiCdIxSnn_sqV4AaABAg,j2qUj7a0ja8,@mohmmadhaiderquarrar2464,Honest peaple always apriciate to dhurv  rathi,2,2026-02-11T07:21:45Z,0,False,honest peaple always apriciate to dhurv rathi,0.5106,positive
Ugy1zpRYxiVspPGqUcZ4AaABAg,j2qUj7a0ja8,@IMperfect9007,Thankyou Dhruv rathee sir for providing such a beautiful platform...for everyone ❤,14,2026-01-31T04:07:45Z,0,False,thankyou dhruv rathee sir for providing such a beautiful platform...for everyone,0.5994,positive
UgxEGT8JUoXR9zeOOI94AaABAg,j2qUj7a0ja8,@malukshorts,Looking like Enrique iglesias,0,2026-02-12T10:20:06Z,0,False,looking like enrique iglesias,0.3612,positive
UgxDbCfma_TovRPP9Tl4AaABAg,j2qUj7a0ja8,@EducationWithaa777,बहुत बहुत शुभकामनाएं dhruv rathee भाई जी 🎉,8,2026-01-31T03:27:54Z,0,False,dhruv rathee,0.0,neutral
Ugw1tb3PC13m-kxQeh54AaABAg,j2qUj7a0ja8,@ShivamYadav-em3it,Dhruv's simplicity rocking the whole youtube platform ❤,3,2026-02-02T17:20:31Z,0,False,dhruvs simplicity rocking the whole youtube platform,0.0,neutral
UgziLfdg7rVTB3qH-rh4AaABAg,j2qUj7a0ja8,@BinuBuragohain-g1x,Kon kon manta h Bhai Dhruv Rathee... One Man Army!✅❤🇮🇳,236,2026-01-31T05:01:16Z,4,False,kon kon manta h bhai dhruv rathee... one man army!,0.0,neutral
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTASdcIxIq_2q,j2qUj7a0ja8,@Amritraj-e7o,No this time 34 million army but  in future 1 billion family ❤❤,4,2026-01-31T11:39:13Z,0,True,no this time million army but in future billion family,-0.1531,negative
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTASgygFIWl7r,j2qUj7a0ja8,@DrDonutOffifcial,​@Amritraj-e7o34 million isn't enough ???,1,2026-02-01T18:52:29Z,0,True,million isnt enough ???,0.0,neutral
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTAShmKiEy2Yw,j2qUj7a0ja8,@Amritraj-e7o,​@DrDonutOffifcialmaybe no,0,2026-02-02T02:23:48Z,0,True,no,-0.296,negative
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTAShzWEjE5AJ,j2qUj7a0ja8,@HumaKhan-p2l,Me....😊,1,2026-02-02T04:18:58Z,0,True,me....,0.0,neutral
UgzXENmQqF3FHCXqQPF4AaABAg,j2qUj7a0ja8,@revabsoul,Pehli bar itna acche se English samajh aaya 😊,1,2026-02-02T05:43:38Z,0,False,pehli bar itna acche se english samajh aaya,0.0,neutral
UgzMAQW8ihaac8R1u_54AaABAg,j2qUj7a0ja8,@Parthamondal1089-x5b,Haters always crying but keep it up dhruv bhayia❤❤,163,2026-01-30T19:45:26Z,1,False,haters always crying but keep it up dhruv bhayia,-0.4854,negative
UgzMAQW8ihaac8R1u_54AaABAg.ASbv9Eqs0LHASgUJt7cIEB,j2qUj7a0ja8,@gauravbaranwal3228,Read srila PRAPHUPAD book,1,2026-02-01T14:18:25Z,0,True,read srila praphupad book,0.0,neutral
UgyOriY6CWIDwrUqYpl4AaABAg,j2qUj7a0ja8,@SwordofJustice0,Andhbhaktoon kaisa laga😂😂😂,31,2026-01-30T18:17:24Z,1,False,andhbhaktoon kaisa laga,0.0,neutral
UgyOriY6CWIDwrUqYpl4AaABAg.ASbl4UPMajcAScYOXt2x7N,j2qUj7a0ja8,@RaushanKumar-ct4xu,Andhbhakto ko English samajh nhi aati bro😂,0,2026-01-31T01:37:03Z,0,True,andhbhakto ko english samajh nhi aati bro,0.0,neutral
UgwqA3g9TXQG9yTBdBZ4AaABAg,j2qUj7a0ja8,@rambhajn24,Kya baat h bhai Indian youtubers me dam h❤❤ Jay hind,4,2026-01-31T04:16:00Z,0,False,kya baat h bhai indian youtubers me dam h jay hind,0.0,neutral
UgyAuDXV52JXN8L_K3Z4AaABAg,j2qUj7a0ja8,@rajnikantrajbhar1,Love You Dhruv Rathe भैया ऐसे ही देश का नाम रोशनकरते रहें,2,2026-02-02T04:48:40Z,0,False,love you dhruv rathe,0.6369,positive
UgwXUxnnD6V3ZM1cr_h4AaABAg,j2qUj7a0ja8,@personalities-11C,5:22 that yawn 🥱...😂😂😂,36,2026-01-31T07:48:58Z,2,False,that yawn ...,0.0,neutral
UgwXUxnnD6V3ZM1cr_h4AaABAg.ASdCx_PKuNPASeBmgJG_Hz,j2qUj7a0ja8,@Asim-xz2hp,Police agyi re baba,1,2026-01-31T16:57:59Z,0,True,police agyi re baba,0.0,neutral
Ugy5sXcPllQNeAfLrTd4AaABAg,j2qUj7a0ja8,@SoundGamerz12345,Dhruv Rathee ai,8,2026-01-31T08:46:21Z,0,False,dhruv rathee ai,0.0,neutral
Ugzue4fPKhUEPZUTSfd4AaABAg,j2qUj7a0ja8,@ConvosWithJames03,9:19 - something  will always go wrong no matter how prepared you are... ❤❤❤,4,2026-02-01T10:04:54Z,0,False,something will always go wrong no matter how prepared you are...,-0.3125,negative
UgxehqOkMD6Al2QZBe14AaABAg,j2qUj7a0ja8,@trueknowjourney,Big fan,14,2026-01-30T15:29:25Z,0,False,big fan,0.3182,positive
Ugzx_b_tJpnnI-xMLSh4AaABAg,j2qUj7a0ja8,@user-vc7kn6lv8b,4:41 Abe idhar bhi Tod diya inne,32,2026-01-30T19:07:23Z,1,False,abe idhar bhi tod diya inne,0.0,neutral
Ugzx_b_tJpnnI-xMLSh4AaABAg.ASbqndks3I9ASbvFSMKbHV,j2qUj7a0ja8,@AnujSharma-t4x,In the beginning I was thinking Audio track is automatically sets to English.😶,1,2026-01-30T19:46:17Z,0,True,in the beginning i was thinking audio track is automatically sets to english.,0.0,neutral
UgyT0qsK2euKC3OZ8hB4AaABAg,j2qUj7a0ja8,@NEERAJKUMAR.MEERUT,🇮🇳GREAT WORK DHRUV RATHEE SIR🇮🇳,2,2026-02-01T08:48:50Z,0,False,great work dhruv rathee sir,0.6249,positive
Ugw3cK5NNsev33TA5tp4AaABAg,j2qUj7a0ja8,@TinyToons72-Ai,Good Sir ❤,11,2026-01-30T15:21:27Z,0,False,good sir,0.4404,positive
UgzStJYvFxr8SRbCYGR4AaABAg,j2qUj7a0ja8,@himanshugamingyt8875,superrrrr bro pahli baar dhruv rathi ka english sunne mila 😉,1,2026-01-31T14:49:20Z,0,False,superrrrr bro pahli baar dhruv rathi ka english sunne mila,0.0,neutral
UgzvXWr-14kKQnGlOkF4AaABAg,j2qUj7a0ja8,@Archbytes-,"Dhruv, you are my all time Favorite. 
I belive one day we'll definitely meet.",93,2026-01-31T08:25:45Z,1,False,"dhruv, you are my all time favorite. i belive one day well definitely meet.",0.7783,positive
UgzvXWr-14kKQnGlOkF4AaABAg.ASdH9wTtCZ4ASsF6kkAhAR,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,Dhurv ❌ brain washer ✅,0,2026-02-06T03:56:26Z,0,True,dhurv brain washer,0.0,neutral
Ugy9OfW0dyKawcHAo3V4AaABAg,j2qUj7a0ja8,@RojaddinAnsari-n3z,Video ghanta samajh me kuchh nahi aa raha hai lekin fir bhi video pura watch karunga kyunki video dhruv rathee ki hai 💪💀🙃,3,2026-02-02T15:08:50Z,0,False,video ghanta samajh me kuchh nahi aa raha hai lekin fir bhi video pura watch karunga kyunki video dhruv rathee ki hai,0.0,neutral
Ugxiq6qIprTTiI9pT1B4AaABAg,j2qUj7a0ja8,@akashshnu,"Who else thinks, his earnings will impact Indian politics 😂",5,2026-01-31T03:50:50Z,0,False,"who else thinks, his earnings will impact indian politics",0.0,neutral
UgwvJ2f-7ER9FtVPJoZ4AaABAg,j2qUj7a0ja8,@Trishu-LovesYou,7.30 bhai ne to chatgpt company walon ko v hila dia😂😂,2,2026-02-04T08:01:59Z,0,False,. bhai ne to chatgpt company walon ko v hila dia,0.0,neutral
Ugz4oN5Xoup8k4FxsNR4AaABAg,j2qUj7a0ja8,@AmanSingh_10p,Or kuch anpadh log dhruv rathee ka expose karte hai 😂,21,2026-01-31T02:53:49Z,2,False,or kuch anpadh log dhruv rathee ka expose karte hai,-0.1531,negative
Ugz4oN5Xoup8k4FxsNR4AaABAg.AScgAt5Q8l4ASfePCVyxmW,j2qUj7a0ja8,@mayankpatle6447,"Expose ho jata , fr dar ke mare unko block kr deta h ye 😂😂",0,2026-02-01T06:36:01Z,0,True,"expose ho jata , fr dar ke mare unko block kr deta h ye",-0.5423,negative
Ugz4oN5Xoup8k4FxsNR4AaABAg.AScgAt5Q8l4ASfsD0P6XBW,j2qUj7a0ja8,@debopriyochakrabortty293,​​@mayankpatle6447 abusive trolls deserve to get blocked,4,2026-02-01T08:36:42Z,0,True,abusive trolls deserve to get blocked,-0.743,negative
Ugxe-PqPQ1dd_SrqR6N4AaABAg,j2qUj7a0ja8,@AnasAhmad-r4b,beautiful speech sirr very inspirational,8,2026-01-30T16:58:23Z,0,False,beautiful speech sirr very inspirational,0.8173,positive
Ugwe0LlTzin8LCcFxTN4AaABAg,j2qUj7a0ja8,@VijayKunapareddy-g3u,English me pahle bar Kisi ki puri video dekhi hai samjh nahi aaya kya kya bola hai per Maja AA gaya 😂,6,2026-01-31T15:28:31Z,1,False,english me pahle bar kisi ki puri video dekhi hai samjh nahi aaya kya kya bola hai per maja aa gaya,0.0,neutral
Ugwe0LlTzin8LCcFxTN4AaABAg.ASe1YOgHpckASiya8LlmZR,j2qUj7a0ja8,@Economics365,Samah nahi aya?,0,2026-02-02T13:30:08Z,0,True,samah nahi aya?,0.0,neutral
UgxOp1Ge1-x3TOd6rt94AaABAg,j2qUj7a0ja8,@Shivamroy05k,Dhruv expose all godi youtuber as well as godi media in just  3 video 😂😂,289,2026-01-30T15:26:11Z,12,False,dhruv expose all godi youtuber as well as godi media in just video,0.128,positive
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASbtr1CXLg4,j2qUj7a0ja8,@IqbalAhmed-e1e,dhruv rathe is also,4,2026-01-30T19:34:04Z,0,True,dhruv rathe is also,0.0,neutral
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASbwHwa5GJ7,j2qUj7a0ja8,@DecodeABD,but now most youtuber exposing dhruv with facts 😁,45,2026-01-30T19:55:21Z,0,True,but now most youtuber exposing dhruv with facts,-0.4709,negative
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFAScDcxhwLAK,j2qUj7a0ja8,@WIN_1306,@DecodeABD correct,15,2026-01-30T22:35:39Z,0,True,correct,0.0,neutral
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASchJy0TKlA,j2qUj7a0ja8,@AangBasu,if you cannot provide the service don't take money from the customers,5,2026-01-31T03:03:48Z,0,True,if you cannot provide the service dont take money from the customers,0.0,neutral
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFAScihzsRlQt,j2qUj7a0ja8,@Shivamroy05k,​@AangBasu mai bhi ai fiesta ka subscription liya huu mai aaram se video banata huu !,1,2026-01-31T03:15:57Z,0,True,mai bhi ai fiesta ka subscription liya huu mai aaram se video banata huu !,0.5255,positive
Ugz9dXAZUxv4Chd_Qb54AaABAg,j2qUj7a0ja8,@starshivam9551,Love you Am indian Jai bheem 💙💙💙💙💙👍👍👍💐💐💐,0,2026-02-03T03:01:32Z,0,False,love you am indian jai bheem,0.6369,positive
Ugxn9cxQWT2N3gqoWO94AaABAg,j2qUj7a0ja8,@anjaliibaghel,Pheli baar full body me dekha dhruv rathee ko 😂,2,2026-02-02T12:37:49Z,0,False,pheli baar full body me dekha dhruv rathee ko,0.0,neutral
Ugz6CUg7-dKACYnQEVx4AaABAg,j2qUj7a0ja8,@gammingpro15,Keep it up bro 💕 You Are In 🔥❤😮,7,2026-01-30T18:10:51Z,0,False,keep it up bro you are in,0.0,neutral
UgwpNbZmhfA5P98-9wh4AaABAg,j2qUj7a0ja8,@monkeybhaiya2404,"I must say, sir, that I have a deep appreciation for the excellent piece of work that you have produced. I find it to be truly commendable, and I wish to express my gratitude for the effort and skill that you have clearly put into it, resulting in such a remarkable outcome.",7,2026-01-30T15:34:16Z,0,False,"i must say, sir, that i have a deep appreciation for the excellent piece of work that you have produced. i find it to be truly commendable, and i wish to express my gratitude for the effort and skill that you have clearly put into it, resulting in such a remarkable outcome.",0.969,positive
UgxD5nDgX9qY8SgyAyp4AaABAg,j2qUj7a0ja8,@Syed-Asad-Sh,"Nailed it Bhai ❤ you're on the fire and boosting your entrepreneur business!
Keep growing like this😊😊😊",9,2026-01-30T19:11:53Z,0,False,nailed it bhai youre on the fire and boosting your entrepreneur business! keep growing like this,0.5411,positive
UgzJSfTR3smo5qM4svF4AaABAg,j2qUj7a0ja8,@Thepublic99h,ध्रुव का आज बोलने का अंदाज़ और जिस तरह से ये वीडियो में बात करता है मैं  ये 100 % श्योरिटी से बोल सकता हूँ ये वीडियो  टैलिप्राम्प्टर से रीड करके  रिकॉर्ड करता है ये कुछ गलत नहीं है क्यूंकि वास्तव  में मैं खुद ध्रुव का हर वीडियो देखता हूँ और ध्रुव को बहुत पसंद करता हूँ ये मेरे पसंदीदा Youtuber हैं,25,2026-01-30T16:04:08Z,6,False,youtuber,0.0,neutral
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASbjMX1Mlzz,j2qUj7a0ja8,@faizanabbasi5652,He's introvert bro,8,2026-01-30T18:02:23Z,0,True,hes introvert bro,0.0,neutral
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursAScDki_qtg-,j2qUj7a0ja8,@server_master7,You are 🤡in social media 😅,0,2026-01-30T22:36:42Z,0,True,you are in social media,0.0,neutral
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASce6oXY2Ol,j2qUj7a0ja8,@mrvikash1650,Public speaking me halat kharab ho jati hai bhai,3,2026-01-31T02:35:47Z,0,True,public speaking me halat kharab ho jati hai bhai,0.0,neutral
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASdDBnhpTOw,j2qUj7a0ja8,@ankitk_here,"Jb koi problem ni h, toh point out kyo kr rhe ho",0,2026-01-31T07:51:03Z,0,True,"jb koi problem ni h, toh point out kyo kr rhe ho",-0.4019,negative
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASdHO_Pf1-K,j2qUj7a0ja8,@mahe-sh,Kyu ki data ka accuracy ko bhi dhyan dena hota hai ...,2,2026-01-31T08:27:44Z,0,True,kyu ki data ka accuracy ko bhi dhyan dena hota hai ...,0.0,neutral
